epoch,loss,val_loss
0,0.009675962473040714,0.0075382338603982415
1,0.009056312859393048,0.0042670154378903246
2,0.008623694021847388,0.011122455183906145
3,0.00845444043280958,0.00752009409495904
4,0.008375837443353195,0.0077929968894256425
