epoch,loss,val_loss
0,0.009793052175922683,0.004379937781797039
1,0.009176405421599934,0.006289101311129078
2,0.009021984313227429,0.004752320923629003
3,0.008962638182598518,0.010272178934955111
4,0.008937163985668574,0.007746578300358457
